37,45,37,0.045,0.045,0.02,0.02,20050801,20061130
37,45,37,0.0425,0.0425,0.02,0.02,20061201,20080930
37,45,37,0.045,0.045,0.02,0.02,20081001,20090831
37,45,37,0.055,0.055,0.02,0.02,20090901,20090930
37,45,37,0.0575,0.0575,0.02,0.02,20091001,20110630
37,45,37,0.0475,0.0475,0.02,0.02,20110701,99991231
37,0,1,0.025,0.025,0,0,20050801,20080930
37,0,1,0.0225,0.0225,0,0,20081001,20090930
37,0,1,0.02,0.02,0,0,20091001,99991231
37,0,3,0.025,0.025,0,0,20050801,20080331
37,0,3,0.0275,0.0275,0,0,20080401,20080930
37,0,3,0.025,0.025,0,0,20081001,20090930
37,0,3,0.0225,0.0225,0,0,20091001,99991231
37,0,5,0.025,0.025,0,0,20050801,20080930
37,0,5,0.0225,0.0225,0,0,20081001,20090930
37,0,5,0.02,0.02,0,0,20091001,99991231
37,0,7,0.025,0.025,0,0,20050801,20080930
37,0,7,0.0225,0.0225,0,0,20081001,20090930
37,0,7,0.02,0.02,0,0,20091001,20150331
37,0,7,0.0225,0.0225,0,0,20150401,99991231
37,0,9,0.025,0.025,0,0,20050801,20080930
37,0,9,0.0225,0.0225,0,0,20081001,20090930
37,0,9,0.02,0.02,0,0,20091001,20150331
37,0,9,0.0225,0.0225,0,0,20150401,99991231
37,0,11,0.025,0.025,0,0,20050801,20080930
37,0,11,0.0225,0.0225,0,0,20081001,20090930
37,0,11,0.02,0.02,0,0,20091001,99991231
37,0,13,0.025,0.025,0,0,20050801,20080930
37,0,13,0.0225,0.0225,0,0,20081001,20090930
37,0,13,0.02,0.02,0,0,20091001,99991231
37,0,15,0.025,0.025,0,0,20050801,20080930
37,0,15,0.0225,0.0225,0,0,20081001,20090930
37,0,15,0.02,0.02,0,0,20091001,20200630
37,0,15,0.0225,0.0225,0,0,20200701,99991231
37,0,17,0.025,0.025,0,0,20050801,20080930
37,0,17,0.0225,0.0225,0,0,20081001,20090930
37,0,17,0.02,0.02,0,0,20091001,99991231
37,0,19,0.025,0.025,0,0,20050801,20080930
37,0,19,0.0225,0.0225,0,0,20081001,20090930
37,0,19,0.02,0.02,0,0,20091001,99991231
37,0,21,0.025,0.025,0,0,20050801,20080930
37,0,21,0.0225,0.0225,0,0,20081001,20090930
37,0,21,0.02,0.02,0,0,20091001,20120331
37,0,21,0.0225,0.0225,0,0,20120401,99991231
37,0,23,0.025,0.025,0,0,20050801,20080930
37,0,23,0.0225,0.0225,0,0,20081001,20090930
37,0,23,0.02,0.02,0,0,20091001,99991231
37,0,25,0.025,0.025,0,0,20050801,20080930
37,0,25,0.0225,0.0225,0,0,20081001,20090930
37,0,25,0.02,0.02,0,0,20091001,20120203
37,0,25,0.0225,0.0225,0,0,20120204,99991231
37,0,27,0.025,0.025,0,0,20050801,20080930
37,0,27,0.0225,0.0225,0,0,20081001,20090930
37,0,27,0.02,0.02,0,0,20091001,99991231
37,0,29,0.025,0.025,0,0,20050801,20080930
37,0,29,0.0225,0.0225,0,0,20081001,20090930
37,0,29,0.02,0.02,0,0,20091001,99991231
37,0,31,0.025,0.025,0,0,20050801,20080930
37,0,31,0.0225,0.0225,0,0,20081001,20090930
37,0,31,0.02,0.02,0,0,20091001,99991231
37,0,33,0.025,0.025,0,0,20050801,20080930
37,0,33,0.0225,0.0225,0,0,20081001,20090930
37,0,33,0.02,0.02,0,0,20091001,99991231
37,0,35,0.025,0.025,0,0,20050801,20080331
37,0,35,0.0275,0.0275,0,0,20080401,20080930
37,0,35,0.025,0.025,0,0,20081001,20090930
37,0,35,0.0225,0.0225,0,0,20091001,99991231
37,0,37,0.025,0.025,0,0,20050801,20080930
37,0,37,0.0225,0.0225,0,0,20081001,20090930
37,0,37,0.02,0.02,0,0,20091001,20200930
37,0,37,0.0225,0.0225,0,0,20201001,99991231
37,0,39,0.025,0.025,0,0,20050801,20080930
37,0,39,0.0225,0.0225,0,0,20081001,20090930
37,0,39,0.02,0.02,0,0,20091001,20160930
